domain,tier_id,tier_name,source_file,type_kind,member_count,members
BROWSER_EXTENSION,T-071,NovaMessageType,browser/NovaExtensionRuntime.ts,type_union,16,NOVA_CHAT_REQUEST | NOVA_CHAT_RESPONSE | NOVA_STREAM_CHUNK | NOVA_STREAM_END | NOVA_ENGINE_STATUS | NOVA_ACTIVATE_EXTENSION | NOVA_DEACTIVATE_EXTENSION | NOVA_GET_ENGINES | NOVA_GET_CONFIG | NOVA_SET_CONFIG | NOVA_GENERATE_IMAGE | NOVA_GENERATE_CODE | NOVA_SEARCH | NOVA_SAFETY_CHECK | NOVA_EMBED | NOVA_ERROR
BROWSER_EXTENSION,T-072,PopupTab,browser/NovaPopupController.ts,type_union,4,chat | engines | extensions | settings
BROWSER_EXTENSION,T-073,StorageTheme,browser/NovaExtensionRuntime.ts,interface_field,3,light | dark | auto
BROWSER_EXTENSION,T-074,SidebarPosition,browser/NovaExtensionRuntime.ts,interface_field,2,left | right
GENERATIVE_PLATFORM,T-075,ASTNodeKind,marketplace/GenerativeUIEngine.ts,type_union,8,element | text | slot | conditional | loop | event | style | script
GENERATIVE_PLATFORM,T-076,LayoutType,marketplace/GenerativeUIEngine.ts,interface_field,5,flex | grid | stack | canvas | spatial
GENERATIVE_PLATFORM,T-077,LayoutDirection,marketplace/GenerativeUIEngine.ts,interface_field,4,row | column | radial | spiral
GENERATIVE_PLATFORM,T-078,LayoutAlignment,marketplace/GenerativeUIEngine.ts,interface_field,5,start | center | end | stretch | golden
GENERATIVE_PLATFORM,T-079,StylePriority,marketplace/GenerativeUIEngine.ts,interface_field,2,normal | important
GENERATIVE_PLATFORM,T-080,RenderPipelineMode,marketplace/GenerativeUIEngine.ts,interface_field,4,dom | webgpu | houdini | hybrid
GENERATIVE_PLATFORM,T-081,InferenceMode,marketplace/GenerativeUIEngine.ts,interface_field,3,local-onnx | nova-api | hybrid
GENERATIVE_PLATFORM,T-082,ColorHarmony,marketplace/GenerativeUIEngine.ts,interface_field,4,golden | complementary | triadic | analogous
GENERATIVE_PLATFORM,T-083,ShadowDomMode,marketplace/GenerativeUIEngine.ts,interface_field,2,open | closed
GENERATIVE_PLATFORM,T-084,ShaderTopology,marketplace/GenerativeUIEngine.ts,interface_field,3,triangle-list | triangle-strip | line-list
SPATIAL_CANVAS,T-085,CanvasElementKind,marketplace/SpatialCanvasSDK.ts,type_union,10,rectangle | circle | text | image | path | group | component | annotation | connector | frame
SPATIAL_CANVAS,T-086,CanvasAgentKind,marketplace/SpatialCanvasSDK.ts,type_union,4,layout | style | content | annotation
SPATIAL_CANVAS,T-087,CanvasActionType,marketplace/SpatialCanvasSDK.ts,interface_field,7,create | move | resize | restyle | annotate | delete | group
SPATIAL_CANVAS,T-088,CRDTOperationType,marketplace/SpatialCanvasSDK.ts,interface_field,4,insert | update | delete | move
SPATIAL_CANVAS,T-089,CanvasRenderer,marketplace/SpatialCanvasSDK.ts,interface_field,2,canvas2d | webgl
SPATIAL_CANVAS,T-090,TextAlign,marketplace/SpatialCanvasSDK.ts,interface_field,3,left | center | right
WORKFORCE_ORCHESTRATOR,T-091,BuildIntentPriority,marketplace/AIWorkforceOrchestrator.ts,interface_field,4,critical | high | normal | low
WORKFORCE_ORCHESTRATOR,T-092,BuildPipelineStatus,marketplace/AIWorkforceOrchestrator.ts,interface_field,4,planning | executing | complete | failed
TOKEN_IDENTITY,T-093,TokenAIModelId,sdk/tokens/TokenAIModels.ts,type_union,5,TAM-001 | TAM-002 | TAM-003 | TAM-004 | TAM-005
TOKEN_IDENTITY,T-094,TokenExtensionId,sdk/tokens/extensions/TokenExtensions.ts,type_union,5,TEX-001 | TEX-002 | TEX-003 | TEX-004 | TEX-005
TOKEN_IDENTITY,T-095,TokenSDKId,sdk/tokens/extensions/TokenExtensions.ts,type_union,3,TSDK-001 | TSDK-002 | TSDK-003
TOKEN_IDENTITY,T-096,TokenTechId,sdk/tokens/TokenTechnologies.ts,type_union,10,TT-001 | TT-002 | TT-003 | TT-004 | TT-005 | TT-006 | TT-007 | TT-008 | TT-009 | TT-010
EXTERNAL_COMPARISON,T-097,ExternalVendor,desktop/NovaEngineComparison.ts,constant_array,5,OpenAI | Anthropic | Google | Meta | Mistral
EXTERNAL_COMPARISON,T-098,PricingModel,desktop/NovaEngineComparison.ts,interface_field,4,per-token | subscription | free | sovereign
CSV_REGISTERS,T-099,RegisterFile,/,file_inventory,7,AI_Foundation_Model_Register.csv | AI_Protocol_Register.csv | AI_Extension_Register.csv | Alpha_Agent_Register.csv | Phantom_Blockchain_Model_Register.csv | Architectural_Laws_Register.csv | Frontend_Frontier_100_Register.csv
ARCHITECT_INTELLIGENCE,T-100,OrganismBlueprint,intelligence/ArchitectIntelligence.ts,interface,10,id | name | designation | position | scale | generation | capabilities | substrate | lineage | timestamp
ARCHITECT_INTELLIGENCE,T-101,ArchitectDesignation,intelligence/ArchitectIntelligence.ts,class_identity,1,ARCHITECT — The Meta-Builder
NEXUS_INTELLIGENCE,T-102,SubstrateNode,intelligence/NexusIntelligence.ts,interface,4,id | substrate | weight | timestamp
NEXUS_INTELLIGENCE,T-103,Route,intelligence/NexusIntelligence.ts,interface,5,id | from | to | cost | timestamp
NEXUS_INTELLIGENCE,T-104,Footprint,intelligence/NexusIntelligence.ts,interface,4,id | substrate | proof | timestamp
NEXUS_INTELLIGENCE,T-105,NexusDesignation,intelligence/NexusIntelligence.ts,class_identity,1,NEXUS — The Substrate Walker
SOVEREIGN_INTELLIGENCE,T-106,SovereignNodeStatus,intelligence/SovereignIntelligence.ts,interface_field,4,Active | Standby | Validating | Propagating
SOVEREIGN_INTELLIGENCE,T-107,SovereignCanisterStatus,intelligence/SovereignIntelligence.ts,interface_field,5,Registered | Spinning | Active | Dormant | Migrating
SOVEREIGN_INTELLIGENCE,T-108,SovereignNode,intelligence/SovereignIntelligence.ts,interface,8,id | position | weight | sector | identity | epoch | status | nodeAffinity
SOVEREIGN_INTELLIGENCE,T-109,SovereignBlock,intelligence/SovereignIntelligence.ts,interface,7,index | prevHash | timestamp | epoch | validatorSet | stateRoot | goldenProof
SOVEREIGN_INTELLIGENCE,T-110,ConsensusRound,intelligence/SovereignIntelligence.ts,interface,8,roundId | epoch | proposal | votes | totalWeight | threshold | achieved | timestamp
SOVEREIGN_INTELLIGENCE,T-111,SovereignDesignation,intelligence/SovereignIntelligence.ts,class_identity,1,SOVEREIGN — The Substrate Itself
TERMINAL_INTELLIGENCE,T-112,CommandResult,intelligence/TerminalIntelligence.ts,interface,6,id | command | target | result | success | timestamp
TERMINAL_INTELLIGENCE,T-113,OrganismStatus,intelligence/TerminalIntelligence.ts,interface,5,name | designation | canister | alive | subModels
TERMINAL_INTELLIGENCE,T-114,AuditEntry,intelligence/TerminalIntelligence.ts,interface,5,id | organism | action | detail | timestamp
TERMINAL_INTELLIGENCE,T-115,DashboardView,intelligence/TerminalIntelligence.ts,interface,9,total_organisms | total_sub_models | total_nodes | total_canisters | total_blocks | total_observations | current_epoch | golden_scale | uptime
TERMINAL_INTELLIGENCE,T-116,TerminalDesignation,intelligence/TerminalIntelligence.ts,class_identity,1,TERMINAL — The Admin Command Interface
SCRIBE_INTELLIGENCE,T-117,DocumentCategory,intelligence/ScribeIntelligence.ts,type_union,8,Research | Architecture | Theory | Vision | Implementation | Synthesis | Chronicle | Genesis
SCRIBE_INTELLIGENCE,T-118,ClassifiedDocument,intelligence/ScribeIntelligence.ts,interface,7,id | title | content | category | generation | goldenWeight | timestamp
SCRIBE_INTELLIGENCE,T-119,SynthesizedPaper,intelligence/ScribeIntelligence.ts,interface,7,id | title | abstract | categories | sourceCount | generation | timestamp
SCRIBE_INTELLIGENCE,T-120,ScribeDesignation,intelligence/ScribeIntelligence.ts,class_identity,1,SCRIBE — The Document Organism
FRACTURE_ANALYSIS,T-121,FractureAnalysis,models/FractureModels.ts,interface,8,fractureId | name | category | goldenPrimitives | complexityScore | sovereignAdvantage | fibonacciDecomposition | timestamp
FRACTURE_ANALYSIS,T-122,FractureComparison,models/FractureModels.ts,interface,7,fractureA | fractureB | resonanceDelta | categoryOverlap | goldenRatio | verdict | timestamp
FRACTURE_ANALYSIS,T-123,SovereignAlternative,models/FractureModels.ts,interface,7,fractureName | sovereignName | latinDesignation | goldenPrimitive | implementation | phiAdvantage | timestamp
FRACTURE_ANALYSIS,T-124,FractureObservation,models/FractureModels.ts,interface,7,fractureId | name | plane | obsvScore | anomalyProb | resonance | timestamp
FRACTURE_ANALYSIS,T-125,FractureProcessors,models/FractureModels.ts,class_set,4,FractureAnalyzer | FractureComparator | FractureSynthesizer | FractureObserver
SOLVER_SYNTHESIZER,T-126,SolverResult,models/ObserverSolverSynthesizers.ts,interface,5,pattern | confidence | dimensions | proof | timestamp
SOLVER_SYNTHESIZER,T-127,TheoryResult,models/ObserverSolverSynthesizers.ts,interface,6,hypothesis | validated | confidence | evidence | dimensions | timestamp
SOLVER_SYNTHESIZER,T-128,SolverProcessors,models/ObserverSolverSynthesizers.ts,class_set,2,SynthesistaPatternorum | TheoricusInterdimensionalis
ROUTING_ENGINE,T-129,RoutingRequest,models/AIFoundationRouter.ts,interface,5,requiredCapabilities | preferredRing | preferredModality | minPriority | requireActive
ROUTING_ENGINE,T-130,FusionChain,models/AIFoundationRouter.ts,interface,6,chainId | models | phiWeights | totalScore | modalities | timestamp
ROUTING_ENGINE,T-131,RouterStatus,models/AIFoundationRouter.ts,interface,7,totalModels | activeWires | totalRoutes | totalFusions | averageLatency | kuramotoR | goldenWeight
PROTOCOL_ENGINE,T-132,ProtocolRuntimeState,protocols/AIProtocolEngine.ts,interface,8,protocolId | active | executionCount | lastExecution | adaptiveState | encryptionHash | resonance | kuramotoPhase
PROTOCOL_ENGINE,T-133,AdaptiveUpdate,protocols/AIProtocolEngine.ts,interface,6,paramName | oldValue | newValue | adaptiveMode | phiFactor | timestamp
PROTOCOL_ENGINE,T-134,ProtocolEngineStatus,protocols/AIProtocolEngine.ts,interface,7,totalProtocols | activeProtocols | totalExecutions | totalAdaptations | kuramotoR | averageResonance | heartbeatMs
EXTENSION_ENGINE,T-135,EncryptionState,extensions/AIExtensionEngine.ts,interface,9,extensionId | mode | active | keyHash | cascadeRounds | phantomProof | latticeVectors | integrityScore | timestamp
EXTENSION_ENGINE,T-136,ContractState,extensions/AIExtensionEngine.ts,interface,8,extensionId | contractType | verified | verificationHash | consensusModels | consensusWeight | chainProof | timestamp
EXTENSION_ENGINE,T-137,ExtensionEngineStatus,extensions/AIExtensionEngine.ts,interface,9,totalExtensions | activeExtensions | totalEngineBindings | activeEngineBindings | encryptedExtensions | contractedExtensions | kuramotoR | totalGoldenWeight | heartbeatMs
EXTENSION_ENGINE,T-138,EdgeManifest,extensions/AIExtensionEngine.ts,interface,10,name | version | description | manifest_version | permissions | content_scripts | background | action | icons | host_permissions
API_CLIENT,T-139,NovaAPIConfig,sdk/NovaAPIClient.ts,interface,7,apiKey | baseUrl | timeout | maxRetries | sovereignMode | onRequest | onResponse
API_CLIENT,T-140,NovaWireRequest,sdk/NovaAPIClient.ts,interface,5,wireEndpoint | method | body | timestamp | requestHash
API_CLIENT,T-141,NovaWireResponse,sdk/NovaAPIClient.ts,interface,6,wireEndpoint | status | body | attestationHash | latencyMs | timestamp
API_CLIENT,T-142,WireAPIEndpoint,sdk/NovaAPIClient.ts,interface_set,23,NovaCognosAPI | NovaProfundisAPI | NovaFusioAPI | NovaLinguaAPI | NovaStratosAPI | NovaMemoriaAPI | NovaVectorAPI | NovaCodexAPI | NovaPictorAPI | NovaKinemaAPI | NovaHarmoniaAPI | NovaSegmentumAPI | NovaScrutatorAPI | NovaCustodisAPI | NovaRankerAPI | NovaFormalisAPI | NovaAlgorithmusAPI | NovaVoxAPI | NovaSocialisAPI | NovaEmpathosAPI | NovaAnalyticaAPI | NovaStructuraAPI | NovaVisioAPI
SDK_PACKAGE,T-143,NovaSDKManifest,sdk/NovaSDKPackage.ts,interface,14,name | displayName | version | description | author | license | homepage | repository | keywords | engines | capabilities | exports | publicRepoIdeas | apiVersion
SDK_PACKAGE,T-144,SDKExportType,sdk/NovaSDKPackage.ts,interface_field,4,function | class | constant | type
SDK_PACKAGE,T-145,SDKExport,sdk/NovaSDKPackage.ts,interface,4,name | type | description | example
SDK_PACKAGE,T-146,PublicRepoIdea,sdk/NovaSDKPackage.ts,interface,6,name | repo | description | audience | uniqueValue | estimatedFiles
TOKEN_TECHNOLOGY,T-147,TokenTechnology,sdk/tokens/TokenTechnologies.ts,interface,11,id | name | latinName | element | description | phiWeight | fibonacciIdentity | capabilities | aiIntelligence | maxThroughput | specialization
TOKEN_TECHNOLOGY,T-148,TokenAICore,sdk/tokens/TokenTechnologies.ts,interface,5,name | purpose | algorithmClass | inputModalities | outputFormat
TOKEN_TECHNOLOGY,T-149,TokenProcessResult,sdk/tokens/TokenTechnologies.ts,interface,6,technologyId | inputText | tokenCount | processingTimeMs | tokens | attestation
TOKEN_TECHNOLOGY,T-150,ProcessedToken,sdk/tokens/TokenTechnologies.ts,interface,5,id | text | weight | depth | resonance
TOKEN_AI_MODELS,T-151,TokenAICapability,sdk/tokens/TokenAIModels.ts,interface,5,name | method | description | inputType | outputType
TOKEN_AI_MODELS,T-152,TokenAIModel,sdk/tokens/TokenAIModels.ts,interface,7,id | name | latinName | description | phiWeight | fibonacciIdentity | capabilities
TOKEN_AI_MODELS,T-153,TokenAnalysisResult,sdk/tokens/TokenAIModels.ts,interface,7,modelId | capability | input | output | tokenCount | attestation | timestamp
TOKEN_EXTENSIONS,T-154,TokenExtension,sdk/tokens/extensions/TokenExtensions.ts,interface,7,id | name | latinName | description | phiWeight | fibonacciIdentity | aiPurpose
TOKEN_EXTENSIONS,T-155,TokenSDKDefinition,sdk/tokens/extensions/TokenExtensions.ts,interface,8,id | name | packageName | description | phiWeight | fibonacciIdentity | exports | usageExample
WORKER_FLEET,T-156,WorkerName,organism/web/organism-bridge.js,constant_array,19,engine | agent | memory | routing | protocol | safety | shield | crypto | render | production | extension | telemetry | infra | scheduler | stream | contract | marketplace | university | career
